step,t,noise_active,noise_std_pos,noise_std_vel,dropout_active,dropout_mode,path_active,x_meas,y_meas,z_meas,vx_meas,vy_meas,vz_meas,x_used,y_used,z_used,vx_used,vy_used,vz_used,roll,pitch,yaw,p,q,r,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,action_0,action_1,action_2,action_3,U1,rates_des_x,rates_des_y,rates_des_z,reward,done
990,4.954999999999917,0,0.05,0.05,0,NONE,1,-1.288363603276249,-0.39754356398288404,1.0290469650549754,0.12557375694851264,-0.4003266053447291,-0.008032581083734447,-1.288363603276249,-0.39754356398288404,1.0290469650549754,0.12557375694851264,-0.4003266053447291,-0.008032581083734447,-0.0016756689618433413,0.020175136195693718,-0.0018185486406073442,0.20013572510421876,-0.18951760180806568,-0.11674493365575356,-0.9996003076502551,0.028270566770325772,1.0,-0.017762920975695033,-0.6280673966080277,0.0,0.112846375,0.03291324,-0.026528914,0.0048077935,0.2596106572453899,0.03446666636203292,-0.027781013009235925,0.00503470951999691,-0.5179064228676346,0
991,4.9599999999999165,0,0.05,0.05,0,NONE,1,-1.2870950061275601,-0.40153812912036707,1.028954043699205,0.12727505071669878,-0.3991825341537478,-0.009607648562462908,-1.2870950061275601,-0.40153812912036707,1.028954043699205,0.12727505071669878,-0.3991825341537478,-0.009607648562462908,0.0005440056364249396,0.01783828768959154,-0.0029948112787688006,0.22491434580543665,-0.23607576048438336,-0.11832048365610842,-0.9996841892832986,0.025130095443390198,1.0,-0.015789704645792997,-0.6281201009924559,0.0,0.11672389,0.024491206,-0.013902311,0.009307935,0.2600366866769325,0.025647131037751035,-0.014558466133772121,0.009747247100839658,-0.517844275111109,0
992,4.964999999999916,0,0.05,0.05,0,NONE,1,-1.285810927898087,-0.4055228257891354,1.0288489002900942,0.12876711415418657,-0.39825029586540595,-0.01076256877076718,-1.285810927898087,-0.4055228257891354,1.0288489002900942,0.12876711415418657,-0.39825029586540595,-0.01076256877076718,0.0029529031876950724,0.016046042993926153,-0.004171641478670947,0.24408101586791567,-0.15574178359701646,-0.11709176820176694,-0.9997582044369829,0.021989376092557585,1.0,-0.013816332477880387,-0.6281666060850696,0.0,0.11965174,0.012134226,-0.0030086103,0.013813054,0.26035837583308974,0.012706932170664,-0.0031506094593510177,0.01446499700414492,-0.517777957867553,0
993,4.969999999999916,0,0.05,0.05,0,NONE,1,-1.284513480909127,-0.409499918480103,1.028730190014071,0.13005920122231437,-0.3975488176184207,-0.012155004302428843,-1.284513480909127,-0.409499918480103,1.028730190014071,0.13005920122231437,-0.3975488176184207,-0.012155004302428843,0.005407333072462007,0.014900439968746794,-0.005310073552429279,0.24463914909674486,-0.11349197463299865,-0.1116348373668747,-0.999822352380808,0.018848439715460852,1.0,-0.011842823948344381,-0.6282069114268823,0.0,0.12320257,-0.0033007571,0.005264861,0.018174222,0.2607485130683866,-0.0034565447863691735,0.005513349629563628,0.019032000483059322,-0.5177102160755017,0
994,4.974999999999916,0,0.05,0.05,0,NONE,1,-1.283204042034638,-0.41347179255684763,1.0285992518731804,0.13122976789325497,-0.3970867613069303,-0.013382292886369804,-1.283204042034638,-0.41347179255684763,1.0285992518731804,0.13122976789325497,-0.3970867613069303,-0.013382292886369804,0.007285904430110986,0.01434681752095878,-0.006342228683969869,0.1591552986610063,-0.040503024114503065,-0.09946820394021508,-0.9998766324816598,0.01570731731187355,1.0,-0.009869198534917144,-0.6282410166200968,0.0,0.12641157,-0.01717609,0.010413459,0.022131905,0.2611010928069194,-0.017986758934438213,0.010904948568753658,0.023176476580931606,-0.5176437707642735,0
995,4.979999999999916,0,0.05,0.05,0,NONE,1,-1.2818834197525282,-0.4174406605239349,1.0284616640376614,0.13233564914791832,-0.3968327291848964,-0.013923437367400152,-1.2818834197525282,-0.4174406605239349,1.0284616640376614,0.13233564914791832,-0.3968327291848964,-0.013923437367400152,0.008080205956675237,0.014358031401968532,-0.00721902957017768,0.05622276613518868,0.013538299538482425,-0.08295452336559699,-0.9999210442038154,0.01256603988340568,1.0,-0.007895475716484725,-0.6282689213281083,0.0,0.12801445,-0.025244795,0.01197568,0.025498271,0.26127720302118346,-0.02643628656514293,0.012540902719203018,0.026701727699688295,-0.5175800048068825,0
996,4.984999999999916,0,0.05,0.05,0,NONE,1,-1.280551854125882,-0.4214078400081806,1.0283208352349598,0.13343246656456956,-0.39668495325464,-0.01404210120219016,-1.280551854125882,-0.4214078400081806,1.0283208352349598,0.13343246656456956,-0.39668495325464,-0.01404210120219016,0.0080540112092113,0.015121794227518498,-0.007918105716039353,-0.01888878813363338,0.09578482932609612,-0.06716531115580689,-0.9999555871089493,0.009424638433196832,1.0,-0.0059216749728942366,-0.6282906252755087,0.0,0.12862533,-0.028331831,0.0078688245,0.028187448,0.2613443233599079,-0.029669023376005143,0.008240213849719067,0.029517827547425084,-0.5175190105996245,0
997,4.989999999999916,0,0.05,0.05,0,NONE,1,-1.2792090275952026,-0.42537368182455193,1.028175654983324,0.1345723609690122,-0.39654830574020233,-0.014764614411032644,-1.2792090275952026,-0.42537368182455193,1.028175654983324,0.1345723609690122,-0.39654830574020233,-0.014764614411032644,0.007330344483561702,0.016370277435720962,-0.008464534783060125,-0.08583010243742765,0.12539320250693994,-0.0511052706479184,-0.9999802608561368,0.006283143965611972,1.0,-0.003947815784762722,-0.6283061282480888,0.0,0.13069424,-0.026262194,-0.00046614427,0.030294862,0.2615716377696646,-0.027501705143286266,-0.0004881451430041382,0.031724705152465824,-0.5174600445879278,0
998,4.994999999999916,0,0.05,0.05,0,NONE,1,-1.2778539181529094,-0.42933782355967726,1.0280268890189506,0.1358388261451141,-0.3963648045515339,-0.01460747088263755,-1.2778539181529094,-0.42933782355967726,1.0280268890189506,0.1358388261451141,-0.3963648045515339,-0.01460747088263755,0.0056485745418570635,0.017466039264153348,-0.008828526278197572,-0.1964517595087002,0.09310103597365187,-0.0323897090607541,-0.999995065201858,0.003141587485932781,1.0,-0.0019739176332832105,-0.6283154300928406,0.0,0.13068339,-0.01634687,-0.009134728,0.031706285,0.2615704454582652,-0.01711840201357275,-0.00956586539861513,0.0332027424487111,-0.5174021685156703,0
999,4.999999999999916,0,0.05,0.05,0,NONE,1,-1.2764851630238903,-0.43329921605195176,1.0278863380286665,0.13722833971160972,-0.39604780134692175,-0.013887331521342553,-1.2764851630238903,-0.43329921605195176,1.0278863380286665,0.13722833971160972,-0.39604780134692175,-0.013887331521342553,0.0031677493824377634,0.017896754666263098,-0.00905043785007281,-0.25219833253661217,0.015020445087918196,-0.019668873899127474,-1.0,5.2969080652072186e-14,1.0,-3.328145492879105e-14,-0.6283185307179586,0.0,0.12929848,0.0012186761,-0.01417653,0.03257553,0.261418282068216,0.001276194653255942,-0.01484562702960432,0.03411301483083724,-0.5173430889795505,0
1000,5.0049999999999155,0,0.05,0.05,0,NONE,1,-1.2751020318358566,-0.43725573774368337,1.0277518216495312,0.13867519585543,-0.395499436317817,-0.013342545758112686,-1.2751020318358566,-0.43725573774368337,1.0277518216495312,0.13867519585543,-0.395499436317817,-0.013342545758112686,0.0003697548344994169,0.01746598045690948,-0.009167503102189788,-0.28555616138128226,-0.0636811809384151,-0.009189345055001947,-0.9999950652018583,-0.003141587485826399,1.0,0.0019739176332163686,-0.6283154300928409,0.0,0.12830766,0.023901276,-0.01331176,0.033044573,0.2613094181601994,0.02502935751053617,-0.01394004184249723,0.03460419459706063,-0.5172802858132363,0
1001,5.009999999999915,0,0.05,0.05,0,NONE,1,-1.2737047122483451,-0.4412047771178845,1.0276144602181378,0.14008090089114342,-0.3946823642230504,-0.013756423183817014,-1.2737047122483451,-0.4412047771178845,1.0276144602181378,0.14008090089114342,-0.3946823642230504,-0.013756423183817014,-0.0023528777861095713,0.016636550050690858,-0.009174421655459975,-0.2722687697521428,-0.08293349123658061,0.002074424759067631,-0.9999802608561374,-0.006283143965505592,1.0,0.0039478157846958815,-0.6283061282480893,0.0,0.12961394,0.04914561,-0.008918012,0.0330929,0.26145294163594673,0.05146516348039605,-0.009338920315163333,0.03465480486428002,-0.5172119436116149,0
1002,5.014999999999915,0,0.05,0.05,0,NONE,1,-1.272293830207056,-0.4451436227308258,1.027477267342338,0.14141661464488184,-0.3935965016958139,-0.013735849269578847,-1.272293830207056,-0.4451436227308258,1.027477267342338,0.14141661464488184,-0.3935965016958139,-0.013735849269578847,-0.004874791986874641,0.015901671199039284,-0.009091144008029564,-0.24375416458496468,-0.07575354850648505,0.01095944024697108,-0.9999555871089503,-0.009424638433090453,1.0,0.005921674972827398,-0.6282906252755093,0.0,0.12988561,0.07600669,-0.0044232323,0.032796506,0.2614827913780033,0.07959401481155502,-0.004631997956781676,0.03434442213457845,-0.5171365622634976,0
1003,5.019999999999915,0,0.05,0.05,0,NONE,1,-1.2708700602394702,-0.4490696690847738,1.027346351666881,0.14269079765899342,-0.3922540611505974,-0.012874766005722361,-1.2708700602394702,-0.4490696690847738,1.027346351666881,0.14269079765899342,-0.3922540611505974,-0.012874766005722361,-0.0065461161878410095,0.014633236588964512,-0.008857091007709242,-0.14187884761243816,-0.1429616094201252,0.02639509397822805,-0.9999210442038168,-0.012566039883299305,1.0,0.007895475716417888,-0.6282689213281091,0.0,0.12812993,0.0993987,0.004872946,0.031923637,0.2612898911729167,0.10409007621914089,0.005102937019455679,0.03343035286081644,-0.5170529941895431,0
1004,5.024999999999915,0,0.05,0.05,0,NONE,1,-1.2694343176479368,-0.45298080305370914,1.027225355579352,0.1438563131778891,-0.39072180244165106,-0.011870133086569996,-1.2694343176479368,-0.45298080305370914,1.027225355579352,0.1438563131778891,-0.39072180244165106,-0.011870133086569996,-0.0076257714631867155,0.012972338344751276,-0.008444202498267354,-0.09358418525027506,-0.17189690751187406,0.04489011858860915,-0.9998766324816615,-0.01570731731176718,1.0,0.00986919853485031,-0.6282410166200978,0.0,0.12599234,0.120530255,0.018436614,0.030366676,0.26105503142722986,0.12621898796772058,0.019306777418431523,0.03179990932929456,-0.516960650391101,0
1005,5.029999999999915,0,0.05,0.05,0,NONE,1,-1.2679881659479353,-0.4568757389093186,1.0271097082074863,0.14485193473377328,-0.38907773458158784,-0.011602843177854948,-1.2679881659479353,-0.4568757389093186,1.0271097082074863,0.14485193473377328,-0.38907773458158784,-0.011602843177854948,-0.007825263424646319,0.010929533365678428,-0.007861174461838583,0.00626817729732142,-0.2168690043784928,0.06041468279606902,-0.9998223523808101,-0.01884843971535449,1.0,0.01184282394827755,-0.6282069114268837,0.0,0.12559053,0.13628599,0.036898684,0.028158441,0.2610108831346486,0.14271835250844447,0.038640210488548585,0.02948745011973407,-0.5168595018509347,0
1006,5.034999999999915,0,0.05,0.05,0,NONE,1,-1.266533563404384,-0.4607539093057842,1.0269897060358675,0.14564474094595034,-0.38739781877513335,-0.01216801594965873,-1.266533563404384,-0.4607539093057842,1.0269897060358675,0.14564474094595034,-0.38739781877513335,-0.01216801594965873,-0.00675206512274364,0.008638491673811526,-0.007140941516342159,0.1333606594353704,-0.23654058430992778,0.07304851630341828,-0.9997582044369853,-0.021989376092451673,1.0,0.013816332477813841,-0.6281666060850711,0.0,0.12719122,0.14277554,0.059623916,0.0254244,0.26118675281975556,0.1495141886304453,0.062438019853001056,0.026624370691539227,-0.5167508766052246,0
1007,5.039999999999915,0,0.05,0.05,0,NONE,1,-1.2650727165884132,-0.4646157916890502,1.0268611765894746,0.1462112212496081,-0.3857965754741264,-0.013153472131187872,-1.2650727165884132,-0.4646157916890502,1.0268611765894746,0.1462112212496081,-0.3857965754741264,-0.013153472131187872,-0.0046257669278744916,0.006626152259168171,-0.0063027553608017125,0.23103576683836533,-0.18037733126711145,0.0861895336682437,-0.9996841892833014,-0.025130095443283852,1.0,0.015789704645726176,-0.6281201009924575,0.0,0.12982962,0.14033292,0.08286164,0.022237813,0.26147663988635955,0.14695629845217417,0.0867725032812298,0.023287382957779445,-0.5166373245939685,0
1008,5.044999999999915,0,0.05,0.05,0,NONE,1,-1.2636077961630663,-0.4684629590494041,1.0267290080789389,0.1465716550990391,-0.3843751503688664,-0.013087400156243462,-1.2636077961630663,-0.4684629590494041,1.0267290080789389,0.1465716550990391,-0.3843751503688664,-0.013087400156243462,-0.001955476446068737,0.005677831387615518,-0.005365974205132636,0.27543242022619935,-0.06819268745333229,0.09563252588862461,-0.9996003076502581,-0.028270566770219434,1.0,0.01776292097562822,-0.6280673966080296,0.0,0.12997884,0.13166001,0.10037834,0.018672382,0.26149303507572014,0.13787403834572007,0.1051159517255797,0.01955367327061597,-0.5165219569235934,0
1009,5.049999999999915,0,0.05,0.05,0,NONE,1,-1.2621402597957847,-0.4722977759054028,1.0265995208098744,0.14680828455175304,-0.38320672637895875,-0.012925531225375042,-1.2621402597957847,-0.4722977759054028,1.0265995208098744,0.14680828455175304,-0.38320672637895875,-0.012925531225375042,0.001184530921910652,0.006324222995050705,-0.004367393903406087,0.32254021842246855,0.10627803988909758,0.10026033896473913,-0.9995065603657333,-0.03141075907807473,1.0,0.019735961992671695,-0.6280084934519582,0.0,0.1298899,0.11645869,0.10716408,0.014868513,0.2614832632350448,0.12195525420647126,0.11222195580469913,0.015570270548468289,-0.5164075414607926,0
1010,5.0549999999999145,0,0.05,0.05,0,NONE,1,-1.2606702898252946,-0.47612313118600064,1.026479156383484,0.1470697444324119,-0.38233889570969437,-0.011522985839495216,-1.2606702898252946,-0.47612313118600064,1.026479156383484,0.1470697444324119,-0.38233889570969437,-0.011522985839495216,0.004515138946937757,0.008693705836857515,-0.0033478414709204544,0.3379440674997149,0.2771762589029067,0.10276354483762801,-0.9994029483549748,-0.03455064137441852,1.0,0.021708808223737754,-0.6279433921055937,0.0,0.12680832,0.096289665,0.1005045,0.010982102,0.2611446832724056,0.10083430028042242,0.10524806739176151,0.011500430422203061,-0.5162965453177095,0
1011,5.059999999999914,0,0.05,0.05,0,NONE,1,-1.2591963504724581,-0.4799422818542793,1.02637788358707,0.1475247626147484,-0.38180217679849926,-0.009665509282644124,-1.2591963504724581,-0.4799422818542793,1.02637788358707,0.1475247626147484,-0.38180217679849926,-0.009665509282644124,0.008162198183741799,0.012073750353575186,-0.0022319646350652837,0.3645497488603093,0.35405039259535576,0.1117392776791787,-0.9992894726405913,-0.03769018266988059,1.0,0.02368144019763084,-0.6278720932114601,0.0,0.12256489,0.069828115,0.08385658,0.0067250947,0.2606784495041514,0.07312383521431791,0.0878144118649004,0.007042502990370041,-0.5161907949625698,0
1012,5.064999999999914,0,0.05,0.05,0,NONE,1,-1.2577154821840513,-0.4837587832301321,1.026300696158318,0.14830328176435023,-0.38163004747672014,-0.00709369625994281,-1.2577154821840513,-0.4837587832301321,1.026300696158318,0.14830328176435023,-0.38163004747672014,-0.00709369625994281,0.011237009816058444,0.015626608265394155,-0.0010674573838420516,0.27964036156916855,0.3606309570556639,0.11321315422406919,-0.9991661343425423,-0.040829351978455865,1.0,0.025653838445269767,-0.6277945974732486,0.0,0.116520725,0.04343809,0.06209825,0.0022795533,0.26001436516000814,0.045488258824471724,0.06502913444682386,0.0023871426289367183,-0.5160918423412949,0
1013,5.069999999999914,0,0.05,0.05,0,NONE,1,-1.2562241137311665,-0.4875761515277988,1.026254167125859,0.14944404119681454,-0.3817955928246153,-0.0038897564841525656,-1.2562241137311665,-0.4875761515277988,1.026254167125859,0.14944404119681454,-0.3817955928246153,-0.0038897564841525656,0.013019216163740627,0.018900676987819613,0.00012843734670449903,0.14925527899343594,0.31410506449373254,0.11652098001834074,-0.9990329346781271,-0.04396811831781103,1.0,0.027625983499880387,-0.6277109056558112,0.0,0.10884429,0.022903131,0.03822046,-0.0022887348,0.2591709397155252,0.023984102144827053,0.040024375019741314,-0.0023967573866162458,-0.5159996360675139,0
1014,5.074999999999914,0,0.05,0.05,0,NONE,1,-1.2547189541181707,-0.4913967111080623,1.0262283883817425,0.1508986047061541,-0.38215492174510335,-0.002163137324765537,-1.2547189541181707,-0.4913967111080623,1.0262283883817425,0.1508986047061541,-0.38215492174510335,-0.002163137324765537,0.013908621590228534,0.02159529711594483,0.0013520144976539522,0.0683263181109885,0.24913548474393826,0.11982118963673798,-0.9988898749619726,-0.0471064507095886,1.0,0.029597855897186647,-0.627621018585152,0.0,0.10460231,0.0068229055,0.015078804,-0.006965683,0.25870486498496514,0.007144930164477226,0.015790487037556478,-0.0072944460266581935,-0.5159136667155744,0
1015,5.079999999999914,0,0.05,0.05,0,NONE,1,-1.2531971033330447,-0.4952217107105574,1.0262193523026313,0.15263315786331721,-0.38262001139515367,-0.000532577917274315,-1.2531971033330447,-0.4952217107105574,1.0262193523026313,0.15263315786331721,-0.38262001139515367,-0.000532577917274315,0.01415113937998938,0.02323489147902516,0.002572757201849004,0.005430417066843738,0.13240355320483768,0.1186866290387378,-0.9987369566060202,-0.05024431817971531,1.0,0.03156943617560434,-0.6275249371484203,0.0,0.100520164,-0.0056767003,-0.0033044065,-0.011634719,0.25825635148829706,-0.0059446266406569005,-0.003460366468066403,-0.012183848736443022,-0.5158333440836853,0
1016,5.084999999999914,0,0.05,0.05,0,NONE,1,-1.2516564543797124,-0.49905165829875925,1.0262249315150282,0.15455048972991628,-0.38311882629346966,0.0008274028984607835,-1.2516564543797124,-0.49905165829875925,1.0262249315150282,0.15455048972991628,-0.38311882629346966,0.0008274028984607835,0.01418375887800472,0.02361989813258558,0.003741298731357814,-0.0004803145616416723,0.012291652515753369,0.11499021853544755,-0.9985741811195127,-0.053381689758706476,1.0,0.033540704876432355,-0.6274226622939009,0.0,0.09702232,-0.017111095,-0.014272304,-0.01610715,0.25787203594370517,-0.01791869546321089,-0.014945921636848915,-0.016867368101306658,-0.5157583614992716,0
1017,5.089999999999914,0,0.05,0.05,0,NONE,1,-1.2500960755447925,-0.502886616331981,1.0262440931392087,0.15653337169466802,-0.3836209686771972,0.002243139279531871,-1.2500960755447925,-0.502886616331981,1.0262440931392087,0.15653337169466802,-0.3836209686771972,0.002243139279531871,0.014217354351131351,0.023075285458873166,0.004787088273430263,-0.0047688079027206325,-0.07895590832335557,0.1017810003950925,-0.9984015501089781,-0.05651853448197035,1.0,0.03551164254404389,-0.6273141950310055,0.0,0.093335375,-0.028747484,-0.01893719,-0.0201132,0.2574669447214791,-0.030104294710896276,-0.019830978151848058,-0.02106249399028003,-0.5156888918715239,0
1018,5.094999999999914,0,0.05,0.05,0,NONE,1,-1.2485161122660575,-0.5067265990484984,1.0262759448005851,0.15847428742669487,-0.3841221000807581,0.003383427722092135,-1.2485161122660575,-0.5067265990484984,1.0262759448005851,0.15847428742669487,-0.3841221000807581,0.003383427722092135,0.013910334296409548,0.021244043286274703,0.00569323345909107,-0.04899002258799068,-0.21474271000970427,0.08996463704630728,-0.998219065278215,-0.05965482139011633,1.0,0.037482229726080146,-0.627199536430262,0.0,0.09025206,-0.03791896,-0.013311762,-0.023588011,0.25712817364849294,-0.03970864235406001,-0.013940045258297536,-0.024701307816570983,-0.5156251239669033,0
1019,5.0999999999999135,0,0.05,0.05,0,NONE,1,-1.2469179260190537,-0.5105713898117239,1.0263134298914227,0.16025020139065108,-0.3845951930986552,0.003941242967591324,-1.2469179260190537,-0.5105713898117239,1.0263134298914227,0.16025020139065108,-0.3845951930986552,0.003941242967591324,0.01300202927258563,0.01839887411826227,0.006455232203032434,-0.11082030674908903,-0.301366984050983,0.0770390466768873,-0.998026728428275,-0.06279051952925882,1.0,0.03945244697364119,-0.6270786876233049,0.0,0.08853295,-0.04230089,0.0019657244,-0.026514042,0.25693929212211664,-0.04429738855304634,0.002058501774495349,-0.02776544087284402,-0.5155681383379123,0
1020,5.104999999999913,0,0.05,0.05,0,NONE,1,-1.245303795215166,-0.5144204699305227,1.02636183563281,0.1617742325665198,-0.3850025651823527,0.00508125802584652,-1.245303795215166,-0.5144204699305227,1.02636183563281,0.1617742325665198,-0.3850025651823527,0.00508125802584652,0.01175874991602704,0.015421612108652382,0.007132355607845723,-0.12687953293936316,-0.2953821247353203,0.069844953414078,-0.997824541457445,-0.06592559795132356,1.0,0.041422274841478486,-0.6269516498028627,0.0,0.085381165,-0.0434601,0.021179305,-0.029117491,0.2565929993024077,-0.04551131119516022,0.02217891594402191,-0.030491765381116795,-0.5155182480838728,0
1021,5.109999999999913,0,0.05,0.05,0,NONE,1,-1.2436767607827375,-0.518272695152782,1.0264170064372211,0.16298691141653343,-0.38528446132753374,0.005561159672663871,-1.2436767607827375,-0.518272695152782,1.0264170064372211,0.16298691141653343,-0.38528446132753374,0.005561159672663871,0.010627798287507768,0.012874514830458152,0.007795631242410824,-0.10469072574614566,-0.2339402976202895,0.06850815517876305,-0.997612506361229,-0.06906002571435133,1.0,0.043391693888185666,-0.6268184242227476,0.0,0.083773755,-0.04408651,0.040735975,-0.031669628,0.2564163902487634,-0.046167284828487476,0.04265861396066739,-0.03316435699748322,-0.5154754058979419,0
1022,5.114999999999913,0,0.05,0.05,0,NONE,1,-1.24203973912659,-0.5221268029012373,1.0264713723137844,0.16392186772655232,-0.38544512469254094,0.005444267764723418,-1.24203973912659,-0.5221268029012373,1.0264713723137844,0.16392186772655232,-0.38544512469254094,0.005444267764723418,0.00995784186364207,0.011030962421178818,0.008380938785209843,-0.05275585383451891,-0.1751908124648311,0.057827122398855874,-0.9973906252323276,-0.07219377188280594,1.0,0.0453606846763921,-0.6266790121978422,0.0,0.08359112,-0.046891883,0.05816926,-0.033925347,0.2563963234251394,-0.049105063464842155,0.0609147062176354,-0.03552653951564232,-0.5154400156277227,0
1023,5.119999999999913,0,0.05,0.05,0,NONE,1,-1.2403948603665824,-0.5259819354572877,1.0265264969111803,0.16466208288620415,-0.3855319548863604,0.005541386958117369,-1.2403948603665824,-0.5259819354572877,1.0265264969111803,0.16466208288620415,-0.3855319548863604,0.005541386958117369,0.009907135767088081,0.009888771758807272,0.008860914177678005,0.011896381513988452,-0.07721519894432187,0.045673750548318154,-0.997158900260618,-0.07532680552787832,1.0,0.04732922777295391,-0.626533415104087,0.0,0.08289495,-0.05364371,0.07253856,-0.03577987,0.25631983377764217,-0.05617556227634845,0.07596220382722355,-0.03746859337095917,-0.5154124995822494,0
1024,5.124999999999913,0,0.05,0.05,0,NONE,1,-1.2387436727306254,-0.5298377565277215,1.0265825609688344,0.1652651846906333,-0.3856005763706207,0.005689730519823975,-1.2387436727306254,-0.5298377565277215,1.0265825609688344,0.1652651846906333,-0.3856005763706207,0.005689730519823975,0.01057468501107525,0.01019376187994731,0.009228759417582588,0.0821373597358818,0.06195818543060047,0.03344782075230231,-0.9969173337331323,-0.07845909572779036,1.0,0.049297303749144906,-0.6263816343784665,0.0,0.08207235,-0.065755144,0.07747922,-0.03720697,0.2562294532317834,-0.06885862507157445,0.0811360538985019,-0.03896304622912145,-0.51539308718423,0
1025,5.129999999999913,0,0.05,0.05,0,NONE,1,-1.2370866262291242,-0.5336945396425569,1.0266350544066247,0.1658557746366054,-0.3857105897151486,0.005067166561708736,-1.2370866262291242,-0.5336945396425569,1.0266350544066247,0.1658557746366054,-0.3857105897151486,0.005067166561708736,0.011758292368856263,0.011786391069885464,0.009490858723883415,0.13031925258489285,0.18475612062007132,0.02070562436029123,-0.9966659280340344,-0.0815906115681028,1.0,0.05126489318085003,-0.6262236715189952,0.0,0.0831008,-0.082395785,0.072755314,-0.038230773,0.25634245138436,-0.0862846640181786,0.07618918662911021,-0.04003517060113447,-0.5153817097831142,0
1026,5.134999999999913,0,0.05,0.05,0,NONE,1,-1.235422860666422,-0.537553117231811,1.0266766439489037,0.16656546339666584,-0.3859176642485442,0.0038906420502970002,-1.235422860666422,-0.537553117231811,1.0266766439489037,0.16656546339666584,-0.3859176642485442,0.0038906420502970002,0.013237919449857765,0.014083316408145929,0.009600854154219712,0.15152061737892053,0.24173555615530595,0.00419357170212729,-0.996404685644597,-0.08472132214201851,1.0,0.053231976648755924,-0.6260595280847027,0.0,0.08549377,-0.10256723,0.06127985,-0.038673844,0.25660537225061053,-0.10740815711381392,0.06417210802501704,-0.040499154457865214,-0.5153787490011142,0
1027,5.139999999999913,0,0.05,0.05,0,NONE,1,-1.2337504454299137,-0.5414147985845407,1.026708081656651,0.16748651434509196,-0.3862638037552557,0.002901372690465944,-1.2337504454299137,-0.5414147985845407,1.026708081656651,0.16748651434509196,-0.3862638037552557,0.002901372690465944,0.014691989648268842,0.016661317052614078,0.009589747468494753,0.15289681713179587,0.2556444153560426,-0.007079491923524407,-0.9961336091431773,-0.0878511965506885,1.0,0.05519853473854319,-0.6258892056956185,0.0,0.08748222,-0.124321155,0.045195103,-0.038654312,0.2568238468502313,-0.13018880760951623,0.047328201613592746,-0.04047870208363661,-0.515384376906865,0
1028,5.1449999999999125,0,0.05,0.05,0,NONE,1,-1.2320669735429675,-0.5452809848482459,1.0267301328317713,0.16865245707324306,-0.3867470707990311,0.0018347537207599191,-1.2320669735429675,-0.5452809848482459,1.0267301328317713,0.16865245707324306,-0.3867470707990311,0.0018347537207599191,0.016299576110538234,0.019176658988183992,0.009479302685301609,0.1606228353984913,0.24816514373542906,-0.018227177992039777,-0.9958527012051906,-0.09098020390351505,1.0,0.05716454804107686,-0.6257127060327556,0.0,0.08969352,-0.14901504,0.026715426,-0.038255077,0.2570668063452665,-0.15604817877955093,0.027976327853461228,-0.040060621207577286,-0.5153986389008373,0
1029,5.149999999999912,0,0.05,0.05,0,NONE,1,-1.2303700435771168,-0.5491530969494284,1.0267390159556131,0.17005949076183172,-0.38737836745982496,0.0005578553785536157,-1.2303700435771168,-0.5491530969494284,1.0267390159556131,0.17005949076183172,-0.38737836745982496,0.0005578553785536157,0.01761657440086118,0.021520802647941602,0.009263667999267033,0.11688426170848035,0.2298111354376363,-0.0274156763659513,-0.9955619646030852,-0.09410831331845929,1.0,0.05912999715259964,-0.6255300308380949,0.0,0.09246012,-0.17339231,0.0066949516,-0.03745353,0.2573707777481637,-0.1815759969513913,0.007010936920326015,-0.039221241633437154,-0.5154220432316037,0
1030,5.154999999999912,0,0.05,0.05,0,NONE,1,-1.2286572383136822,-0.5530326199092442,1.0267386138257784,0.1717047477128489,-0.38815175487068215,-0.00029802311973459427,-1.2286572383136822,-0.5530326199092442,1.0267386138257784,0.1717047477128489,-0.38815175487068215,-0.00029802311973459427,0.01812160535408406,0.023281916030387626,0.008973506658939576,0.025350357355381638,0.1517513447331815,-0.03336175168112335,-0.9952614022063137,-0.09723549392234455,1.0,0.06109486267492253,-0.6253411819145662,0.0,0.094261914,-0.1933996,-0.011705096,-0.036366615,0.2575687454151967,-0.2025275752499244,-0.012257548070450736,-0.03808303003877467,-0.5154547451978343,0
1031,5.159999999999912,0,0.05,0.05,0,NONE,1,-1.2269264719393849,-0.556920488720436,1.0267321543367798,0.17354556589420725,-0.38900002524592225,-0.0007799972787556723,-1.2269264719393849,-0.556920488720436,1.0267321543367798,0.17354556589420725,-0.38900002524592225,-0.0007799972787556723,0.01722276648032618,0.02381413362017505,0.008585924606025308,-0.12466804040137057,0.02769801417801933,-0.04210546779471709,-0.9949510169813057,-0.10036171485115994,1.0,0.06305912521561555,-0.6251461611260327,0.0,0.095197916,-0.20372581,-0.023074986,-0.03490666,0.25767158517204414,-0.2133411763283216,-0.024164069688125026,-0.03655416663863266,-0.5154965946597638,0
