step,t,noise_active,noise_std_pos,noise_std_vel,dropout_active,dropout_mode,path_active,x_meas,y_meas,z_meas,vx_meas,vy_meas,vz_meas,x_used,y_used,z_used,vx_used,vy_used,vz_used,roll,pitch,yaw,p,q,r,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,action_0,action_1,action_2,action_3,U1,rates_des_x,rates_des_y,rates_des_z,reward,done
379,1.8999999999999815,0,0.05,0.05,0,NONE,1,-0.14310796701495693,1.1603649169222183,1.1209377780071217,-0.3012268152387468,0.11682621967855962,-0.010020761301162194,-0.14310796701495693,1.1603649169222183,1.1209377780071217,-0.3012268152387468,0.11682621967855962,-0.010020761301162194,0.007862471303582873,-0.017623723666640334,-0.002987789518326058,-0.11499570038292421,-0.11155352080529182,0.07209978233429194,0.3681245526846888,0.9297764858882471,1.0,-0.5841957955094103,0.2312994780640494,0.0,0.10418488,0.057867266,0.016159061,0.01350495,0.2586590011186948,0.06059845801726023,0.016921730150466326,0.014142351244594852,-0.5768571405545974,0
380,1.9049999999999814,0,0.05,0.05,0,NONE,1,-0.14612771489409984,1.161525117494033,1.1208360365312586,-0.30223195707436873,0.11576149917685469,-0.01028419303243195,-0.14612771489409984,1.161525117494033,1.1208360365312586,-0.30223195707436873,0.11576149917685469,-0.01028419303243195,0.006823253420112349,-0.01905605166052877,-0.0022401518629197124,-0.10309436192604476,-0.14663614505755332,0.07618919332562504,0.36520176189159864,0.9309283931169314,1.0,-0.5849195601668605,0.22946303444733904,0.0,0.10415208,0.074809305,0.030956127,0.010654533,0.2586553976896495,0.0783401211943587,0.03241718091365478,0.011157401002626768,-0.576930456428573,0
381,1.9099999999999813,0,0.05,0.05,0,NONE,1,-0.14915841801267163,1.1626754955726857,1.1207295952043301,-0.30336137327469825,0.11480529200289395,-0.010768906401634686,-0.14915841801267163,1.1626754955726857,1.1207295952043301,-0.30336137327469825,0.11480529200289395,-0.010768906401634686,0.0063220475269717405,-0.02032426912859556,-0.0014454982754596396,-0.03409840103551733,-0.12055825274061832,0.08145894388941628,0.36227536670455673,0.9320711124582066,1.0,-0.5856375519043936,0.22762432612311675,0.0,0.104666874,0.08893833,0.046056643,0.007622631,0.25871195850160844,0.09313600144070275,0.04823040457941646,0.007982400398475127,-0.5770099269712201,0
382,1.9149999999999812,0,0.05,0.05,0,NONE,1,-0.1522013247051026,1.1638168790635055,1.1206154375609392,-0.30460773513560496,0.11391976616981196,-0.011741809129587203,-0.1522013247051026,1.1638168790635055,1.1206154375609392,-0.30460773513560496,0.11391976616981196,-0.011741809129587203,0.00660135067444888,-0.02103300403177566,-0.0005734272173022233,0.05011631053657572,-0.046402382393627956,0.09066957231344029,0.3593453960059017,0.9332046326338943,1.0,-0.5863497636357208,0.22578337123869116,0.0,0.106377706,0.09796306,0.05835212,0.0042929337,0.25889993136143097,0.10258667685894862,0.06110619899073585,0.004495549733888717,-0.5770948574348654,0
383,1.919999999999981,0,0.05,0.05,0,NONE,1,-0.155257254463295,1.1649494527794049,1.1204861934476873,-0.3059279401116667,0.11303184079439686,-0.013171693358249331,-0.155257254463295,1.1649494527794049,1.1204861934476873,-0.3059279401116667,0.11303184079439686,-0.013171693358249331,0.007437982214216267,-0.020698392960656724,0.0003909129714189171,0.08037623594329331,0.05318038919883579,0.09728183988939938,0.3564118787132619,0.9343289424566078,1.0,-0.5870561883315999,0.223940187963544,0.0,0.10924079,0.102736995,0.06363702,0.00060849235,0.25921450449945804,0.10758593086014176,0.06664052718413722,0.0006372116965756083,-0.5771866268201096,0
384,1.924999999999981,0,0.05,0.05,0,NONE,1,-0.15832647139755351,1.1660725829122387,1.1203482838647991,-0.3072497168197086,0.1120666748266327,-0.013931262097294263,-0.15832647139755351,1.1660725829122387,1.1203482838647991,-0.3072497168197086,0.1120666748266327,-0.013931262097294263,0.008196904623051107,-0.019837411875084466,0.001410253622188779,0.08527917815521212,0.09038945044984219,0.10240513949134082,0.35347484377926836,0.935444030829863,1.0,-0.5877568190199043,0.22209479448914984,0.0,0.11054378,0.10724004,0.06501981,-0.0032884688,0.25935766644990027,0.1123015112852051,0.06808858202721996,-0.0034436765405593114,-0.5772847593260113,0
385,1.9299999999999808,0,0.05,0.05,0,NONE,1,-0.16140834930695735,1.1671855243699971,1.1202034572408608,-0.308493187153068,0.11102987029145926,-0.014649412186028813,-0.16140834930695735,1.1671855243699971,1.1202034572408608,-0.308493187153068,0.11102987029145926,-0.014649412186028813,0.009378664801654875,-0.01840311062134133,0.0024630152900410604,0.1261885861680342,0.15751774663118615,0.1042187997295738,0.3505343201912704,0.9365498867481881,1.0,-0.5884516487856921,0.22024720902879746,0.0,0.11177794,0.10770759,0.061206162,-0.007315602,0.25949326554826163,0.11279112284536374,0.064094943507583,-0.007660880750193539,-0.5773897046100815,0
386,1.9349999999999807,0,0.05,0.05,0,NONE,1,-0.1645019010113191,1.1682872718613448,1.1200597915807644,-0.309630291736219,0.10987917864949588,-0.014217088408286133,-0.1645019010113191,1.1682872718613448,1.1200597915807644,-0.309630291736219,0.10987917864949588,-0.014217088408286133,0.01037018740290412,-0.01672731863434443,0.0035549059827306518,0.08684730936507537,0.16821095749258455,0.10852022619904371,0.34759033697104846,0.9376464992972314,1.0,-0.5891406707712739,0.2183974498174093,0.0,0.110267445,0.10831994,0.054397978,-0.011494804,0.25932730444746926,0.1134323702067701,0.056965430565778505,-0.012037330785908733,-0.5775011110289684,0
387,1.9399999999999806,0,0.05,0.05,0,NONE,1,-0.16760564147360976,1.169376665325087,1.1199240648242035,-0.31060499448716783,0.10862099215820707,-0.013523606087287419,-0.16760564147360976,1.169376665325087,1.1199240648242035,-0.31060499448716783,0.10862099215820707,-0.013523606087287419,0.011298647999976525,-0.015214697333811077,0.004637404817298547,0.100848263047304,0.14445136741368134,0.1048364471294715,0.34464292317452844,0.9387338576538699,1.0,-0.5898238781762808,0.216545535111362,0.0,0.10810314,0.1081697,0.04703432,-0.015640717,0.2590895086856243,0.11327504138931105,0.04925422317329571,-0.01637891963622356,-0.5776149617615451,0
388,1.9449999999999805,0,0.05,0.05,0,NONE,1,-0.17071776673593417,1.170452947137542,1.1197858959250562,-0.31140371638022296,0.10728893065672272,-0.013870344763865002,-0.17071776673593417,1.170452947137542,1.1197858959250562,-0.31140371638022296,0.10728893065672272,-0.013870344763865002,0.012375638793814866,-0.014516891563291256,0.005628637335857992,0.11668375273081416,0.04516515320178131,0.09565724846023785,0.3416921078914949,0.9398119510863154,1.0,-0.5905012642577318,0.21469148318830628,0.0,0.10842861,0.10602578,0.043943398,-0.019440383,0.2591252688051442,0.1110299310675236,0.046017419382792024,-0.020357921303800985,-0.5777315922720999,0
389,1.9499999999999804,0,0.05,0.05,0,NONE,1,-0.17383723073897553,1.1715150716850253,1.1196534264897235,-0.3121233558212431,0.10584438767479873,-0.013038986700490382,-0.17383723073897553,1.1715150716850253,1.1196534264897235,-0.3121233558212431,0.10584438767479873,-0.013038986700490382,0.013746935887338043,-0.014596724845599821,0.006528366522742457,0.1432317416511738,-0.020207338513420534,0.08848190693627946,0.33873792024530297,0.9408807689542213,1.0,-0.5911728223300995,0.2128353123469858,0.0,0.105924785,0.10031561,0.04597728,-0.02289268,0.25885016785798026,0.10505026192780481,0.048147295771933475,-0.0239731589676457,-0.5778492974386441,0
390,1.9549999999999803,0,0.05,0.05,0,NONE,1,-0.17696365589672552,1.1725619198294825,1.1195220783550317,-0.31281501241695603,0.10428881989192744,-0.013303570580316903,-0.17696365589672552,1.1725619198294825,1.1195220783550317,-0.31281501241695603,0.10428881989192744,-0.013303570580316903,0.014984362249558783,-0.015456401804172706,0.007377641987352745,0.1182744472055649,-0.10060115346227463,0.08513290706045348,0.3357803893925924,0.9419403007087864,1.0,-0.5918385457653768,0.21097704090705768,0.0,0.10602871,0.09431898,0.05374817,-0.026154287,0.25886158652072594,0.09877060477547683,0.05628495410720013,-0.027388704931055233,-0.5779669604655135,0
391,1.9599999999999802,0,0.05,0.05,0,NONE,1,-0.1800973904069129,1.1735922765487101,1.11938717039547,-0.31356741821538603,0.10260881249697824,-0.013564371992876977,-0.1800973904069129,1.1735922765487101,1.11938717039547,-0.31356741821538603,0.10260881249697824,-0.013564371992876977,0.01617730786992163,-0.016488173393777207,0.008125540857239084,0.12247923193385332,-0.1028646541131268,0.07245894464141926,0.3328195445229984,0.9429905358928603,1.0,-0.5924984279931425,0.20911668720891055,0.0,0.106139526,0.08719889,0.06366841,-0.029030448,0.2588737622739726,0.09131446257683545,0.06667339972478373,-0.030400614262743687,-0.5780853147621398,0
392,1.96499999999998,0,0.05,0.05,0,NONE,1,-0.1832393776017984,1.1746049837587187,1.119250003081535,-0.31441729218322645,0.10081504873164848,-0.013768457595265094,-0.1832393776017984,1.1746049837587187,1.119250003081535,-0.31441729218322645,0.10081504873164848,-0.013768457595265094,0.017770205580843402,-0.01772141220627873,0.00876504264216955,0.17765515098709617,-0.12599156853064777,0.06372072587895937,0.3298554148588646,0.9440314641410457,1.0,-0.593152462500625,0.2072542696134845,0.0,0.106125765,0.075680256,0.07640337,-0.03149409,0.2588722503841131,0.07925218109437115,0.0800094228966624,-0.03298053400907098,-0.5782045983179802,0
393,1.96999999999998,0,0.05,0.05,0,NONE,1,-0.18639066313212208,1.1755987585660665,1.1191097866267579,-0.31537430966083835,0.09888545551537554,-0.014180484874768525,-0.18639066313212208,1.1755987585660665,1.1191097866267579,-0.31537430966083835,0.09888545551537554,-0.014180484874768525,0.019898591973527134,-0.018766426603894448,0.009294562160213,0.2224488896710331,-0.1004231729690861,0.05015948369625112,0.32688802965495445,0.9450630751798007,1.0,-0.593800642832768,0.20538980650208946,0.0,0.106621295,0.058460675,0.08910135,-0.033538897,0.2589266949778443,0.06121987671139914,0.09330671719158201,-0.035121848486645305,-0.578324806656609,0
394,1.9749999999999799,0,0.05,0.05,0,NONE,1,-0.1895523017208298,1.1765718195765804,1.1189649648068818,-0.31643299437603856,0.09676388395471514,-0.01468375138416245,-0.1895523017208298,1.1765718195765804,1.1189649648068818,-0.31643299437603856,0.09676388395471514,-0.01468375138416245,0.02222161489777407,-0.019154717786657074,0.009628817364854905,0.23282759321933602,-0.011183321992289708,0.028907272705974624,0.32391741819816133,0.9460853588275412,1.0,-0.5944429625922933,0.20352331627622328,0.0,0.10735452,0.037479006,0.09814863,-0.034838643,0.25900725574294753,0.03924792269112525,0.10278100757162453,-0.036482941348625064,-0.5784451761788151,0
395,1.9799999999999798,0,0.05,0.05,0,NONE,1,-0.19272495055031924,1.1775220641280286,1.118812979035382,-0.3175409547026194,0.09442821189483616,-0.015462025111599687,-0.19272495055031924,1.1775220641280286,1.118812979035382,-0.3175409547026194,0.09442821189483616,-0.015462025111599687,0.024022728520825234,-0.018293924241869656,0.00982376092200544,0.1692062364678395,0.11627451598283678,0.013591448348121373,0.32094360980722164,0.9470983049947401,1.0,-0.5950794154397642,0.20165481735739132,0.0,0.10877392,0.017927928,0.09839961,-0.035606723,0.25916320766449097,0.018774082761383537,0.10304383355323937,-0.037287274979532214,-0.5785629364831021,0
396,1.9849999999999797,0,0.05,0.05,0,NONE,1,-0.19590818120993939,1.178447706585776,1.1186454468244327,-0.31857242036983635,0.09193208918644226,-0.017275036195405304,-0.19590818120993939,1.178447706585776,1.1186454468244327,-0.31857242036983635,0.09193208918644226,-0.017275036195405304,0.02541911816020586,-0.0164849053521966,0.009900406236722479,0.1273890508521359,0.20160019449140876,-0.0004770658726786711,0.3179666338324231,0.9481019036840279,1.0,-0.595709995093648,0.1997843281869232,0.0,0.11272438,-0.0004894232,0.09066554,-0.035923123,0.259597252899299,-0.0005125227882787978,0.09494473644842272,-0.03761860725399218,-0.5786756652099341,0
397,1.9899999999999796,0,0.05,0.05,0,NONE,1,-0.199100580937429,1.179347348215767,1.118459052521679,-0.3194469215668504,0.08929724554642818,-0.019040161417503036,-0.199100580937429,1.179347348215767,1.118459052521679,-0.3194469215668504,0.08929724554642818,-0.019040161417503036,0.02658004022751601,-0.014456145573055777,0.009852707445636866,0.111259873321744,0.19756145336891412,-0.012784852348608655,0.3149865196553171,0.9490961449902905,1.0,-0.596334695330378,0.19791186722579224,0.0,0.116640285,-0.018832536,0.079557344,-0.03576445,0.2600275013879196,-0.019721386885499823,0.08331225986499777,-0.03745244385826382,-0.5787814088965082,0
398,1.9949999999999795,0,0.05,0.05,0,NONE,1,-0.20230022329497332,1.180219831773843,1.1182547161415335,-0.3201206112131165,0.08655706025968755,-0.020895769447178476,-0.20230022329497332,1.180219831773843,1.1182547161415335,-0.3201206112131165,0.08655706025968755,-0.020895769447178476,0.027219489703163437,-0.012214428173674189,0.009679015685274883,0.0473021246004417,0.2428617841037205,-0.027177331912957726,0.3120032966884272,0.9500810191007677,1.0,-0.5969535099844151,0.1960374529544319,0.0,0.12084768,-0.034538712,0.064593315,-0.035124104,0.26048977603203455,-0.03616885550417747,0.0676419613153357,-0.03678187435602907,-0.5788788309137701,0
399,1.9999999999999793,0,0.05,0.05,0,NONE,1,-0.20550512940279864,1.1810642482489604,1.1180359140035203,-0.3205940971732685,0.08373357158841768,-0.02221487897017747,-0.20550512940279864,1.1810642482489604,1.1180359140035203,-0.3205940971732685,0.08373357158841768,-0.02221487897017747,0.027275544572957083,-0.009349821397086188,0.009405393696786295,0.0008158731975855328,0.2960537143953113,-0.03703317536533516,0.3090169943749597,0.9510565162951495,1.0,-0.5975664329483086,0.19416110387255436,0.0,0.12383848,-0.046881687,0.042621598,-0.034101397,0.26081838101020566,-0.04909438915844955,0.044633233484565604,-0.03571089988631669,-0.5789661548435537,0
400,2.0049999999999795,0,0.05,0.05,0,NONE,1,-0.20871282423031626,1.181880313226091,1.1178050109376727,-0.3208032843736597,0.08089995610594827,-0.023448474104340488,-0.20871282423031626,1.181880313226091,1.1178050109376727,-0.3208032843736597,0.08089995610594827,-0.023448474104340488,0.027147736972332075,-0.006319627893147116,0.009070748182922882,-0.016274283126369037,0.30016001263028325,-0.04292015782906379,0.306027642188513,0.9520226269456726,1.0,-0.5981734581727562,0.19228283849896768,0.0,0.12667754,-0.058066472,0.016351985,-0.0328448,0.2611303155896041,-0.06080706803595769,0.01712375875472953,-0.03439499470132034,-0.5790411669406967,0
401,2.0099999999999794,0,0.05,0.05,0,NONE,1,-0.21192042653408685,1.1826681213207664,1.1175632223000826,-0.3207217183024473,0.07807571968517878,-0.024394971539911645,-0.21192042653408685,1.1826681213207664,1.1175632223000826,-0.3207217183024473,0.07807571968517878,-0.024394971539911645,0.026877041875040548,-0.0034300315390488993,0.00872989596733966,-0.032572017982730114,0.27259314304562904,-0.0419934209795907,0.30303526963278643,0.9529793415172149,1.0,-0.5987745796666641,0.1904026753713928,0.0,0.12887968,-0.06817861,-0.012215514,-0.03156368,0.2613722680553418,-0.0713964747278396,-0.01279205602818511,-0.033053410578905804,-0.5791031170522598,0
402,2.0149999999999793,0,0.05,0.05,0,NONE,1,-0.2151250780272959,1.1834277107711306,1.1173193382455275,-0.32035715814677157,0.07525819297252972,-0.024441055537591887,-0.2151250780272959,1.1834277107711306,1.1173193382455275,-0.32035715814677157,0.07525819297252972,-0.024441055537591887,0.026334537162455717,-0.0013155514527952025,0.008378484126437689,-0.06625877656328523,0.17689652524396673,-0.040213496562842004,0.3000399062412887,0.9539266505673897,1.0,-0.5993697914972058,0.18852063304628056,0.0,0.1289473,-0.07625866,-0.038158316,-0.03024139,0.2613796974950102,-0.07985787948505305,-0.03995929366332767,-0.03166870942561401,-0.5791504985194491,0
403,2.019999999999979,0,0.05,0.05,0,NONE,1,-0.21832430497519723,1.184159490307849,1.1170754450024958,-0.3197634924733548,0.07249070760635173,-0.024376995319447602,-0.21832430497519723,1.184159490307849,1.1170754450024958,-0.3197634924733548,0.07249070760635173,-0.024376995319447602,0.025221020932929508,-0.00029447691498247087,0.007995691901562841,-0.12463871490847099,0.08356878927501167,-0.04137845929167383,0.29704158157704735,0.9548645447466391,1.0,-0.5999590877898807,0.18663673009862905,0.0,0.1287547,-0.07949932,-0.05842955,-0.02879832,0.2613585368102082,-0.08325149005051434,-0.06118728175332032,-0.03015752975586853,-0.5791837301239176,0
404,2.024999999999979,0,0.05,0.05,0,NONE,1,-0.22151663606475522,1.1848641507725677,1.116838962742685,-0.3190496052201987,0.06980048120375303,-0.023345900357113626,-0.22151663606475522,1.1848641507725677,1.116838962742685,-0.3190496052201987,0.06980048120375303,-0.023345900357113626,0.02379986356722477,0.00023012550435717847,0.00757914266079413,-0.14889505225225974,0.05236213822618853,-0.04363390293680747,0.2940403252323166,0.9557930147983262,1.0,-0.6005424627285724,0.18475098512179985,0.0,0.12622955,-0.079574555,-0.07632783,-0.027225312,0.26108109338556823,-0.08333027788127398,-0.07993031601753106,-0.028510280649445673,-0.5792041991366476,0
405,2.029999999999979,0,0.05,0.05,0,NONE,1,-0.22470138519995736,1.1855428452930086,1.1166171702634624,-0.3182791936526907,0.06723724564899099,-0.02173237272804445,-0.22470138519995736,1.1855428452930086,1.1166171702634624,-0.3182791936526907,0.06723724564899099,-0.02173237272804445,0.022051543777761713,0.0006107462431072109,0.007108068026955952,-0.18226690906772677,0.02804796404124765,-0.050162768078530935,0.2910361668282845,0.9567120515588267,1.0,-0.6011199105556059,0.1828634167273344,0.0,0.12225802,-0.075734526,-0.09380844,-0.02544291,0.2606447334891921,-0.07930900909721925,-0.09823596775065215,-0.026643752284160348,-0.5792125844264833,0
406,2.034999999999979,0,0.05,0.05,0,NONE,1,-0.2278781143696026,1.1861971583027213,1.1164121470763024,-0.31746885162079386,0.06484802341146559,-0.020231139694524496,-0.2278781143696026,1.1861971583027213,1.1164121470763024,-0.31746885162079386,0.06484802341146559,-0.020231139694524496,0.020146009285912952,0.0006036423357143852,0.006517192221175765,-0.19065247189329596,-0.0025827602152590353,-0.061842002823540604,0.28802913601478203,0.9576216459576183,1.0,-0.6016914255718039,0.1809740435447709,0.0,0.11848665,-0.068705045,-0.1088153,-0.023201488,0.2602303653055322,-0.07194775503492397,-0.11395111118876769,-0.024296542041592543,-0.5792087901816929,0
407,2.0399999999999787,0,0.05,0.05,0,NONE,1,-0.23104670461333388,1.186829070093867,1.1162198233947014,-0.3166562600548675,0.0626555817423675,-0.018923951787723655,-0.23104670461333388,1.186829070093867,1.1162198233947014,-0.3166562600548675,0.0626555817423675,-0.018923951787723655,0.01845571936352612,0.00038980221624174556,0.005865431691806038,-0.15669659627314006,-0.036624247164312715,-0.06482574959208862,0.28501926246998893,0.9585217890173721,1.0,-0.6022570021365443,0.17908288422145965,0.0,0.11512691,-0.061051346,-0.12229488,-0.020725949,0.25986122332876865,-0.0639328220895195,-0.12806689679734462,-0.021704163503343147,-0.5791945294871421,0
408,2.0449999999999786,0,0.05,0.05,0,NONE,1,-0.2342072759534347,1.1874403539144969,1.1160448495660995,-0.3158607627652222,0.060633054300278245,-0.01704041231920927,-0.2342072759534347,1.1874403539144969,1.1160448495660995,-0.3158607627652222,0.060633054300278245,-0.01704041231920927,0.01707893643897685,-0.0008913661735646151,0.00518772236122044,-0.13281584658569048,-0.16063459003279776,-0.06585446335792912,0.28200657590014244,0.959412471854039,1.0,-0.6028166346678147,0.17718995742237997,0.0,0.11032387,-0.05382808,-0.12743762,-0.018149676,0.2593335042055722,-0.05636863089663332,-0.1334523597902423,-0.01900629548690381,-0.5791715705477893,0
409,2.0499999999999785,0,0.05,0.05,0,NONE,1,-0.23736057698189872,1.1880325200011372,1.1158893846054632,-0.31516687662810516,0.05875577121467769,-0.015047550229175213,-0.23736057698189872,1.1880325200011372,1.1158893846054632,-0.31516687662810516,0.05875577121467769,-0.015047550229175213,0.01562261345115083,-0.0031979854312949437,0.00447871947793105,-0.148374973561986,-0.24438213029423997,-0.06798978996352298,0.27899110603924226,0.9602936856769393,1.0,-0.6033703176422677,0.17529528182995488,0.0,0.10518121,-0.044304043,-0.123560384,-0.015452176,0.2587684697707235,-0.04639508378495744,-0.12939212876510223,-0.016181480752441073,-0.5791424632002299,0
410,2.0549999999999784,0,0.05,0.05,0,NONE,1,-0.24050849750134512,1.1886069720556796,1.1157549655819674,-0.3146881818697302,0.05701850159967096,-0.012753026110029488,-0.24050849750134512,1.1886069720556796,1.1157549655819674,-0.3146881818697302,0.05701850159967096,-0.012753026110029488,0.014434280724384104,-0.006075211105744411,0.003761251314104401,-0.10859270925529728,-0.2987252991694503,-0.06755137926331439,0.27597288264875874,0.9611654217888482,1.0,-0.6039180455952761,0.1733988761438677,0.0,0.09923412,-0.035186864,-0.11279257,-0.012720629,0.258115050907458,-0.036847599053170504,-0.11811609604618126,-0.01332101122541974,-0.5791097744740077,0
411,2.0599999999999783,0,0.05,0.05,0,NONE,1,-0.24365366294195537,1.1891651184150882,1.1156396787837741,-0.31448363627421644,0.055424401652595864,-0.01124781145523471,-0.24365366294195537,1.1891651184150882,1.1156396787837741,-0.31448363627421644,0.055424401652595864,-0.01124781145523471,0.013634311211640446,-0.009086563500275435,0.0030318934763232334,-0.07742863842697567,-0.29544643326544245,-0.06873814079168225,0.27295193551733843,0.9620276715860822,1.0,-0.604459813120986,0.17150075908087706,0.0,0.0950897,-0.027353894,-0.09775711,-0.009941925,0.25765969488767826,-0.028644930505443394,-0.10237100536286738,-0.010411159607985878,-0.5790739978535558,0
412,2.064999999999978,0,0.05,0.05,0,NONE,1,-0.24679899453961915,1.1897081452748857,1.1155303914159058,-0.3145739426193995,0.05393547671593655,-0.010835196398967519,-0.24679899453961915,1.1897081452748857,1.1155303914159058,-0.3145739426193995,0.05393547671593655,-0.010835196398967519,0.01281561276321743,-0.012366694890090247,0.0023179657847182604,-0.09013975347230169,-0.3426512759512848,-0.06579362429038016,0.26992829446050953,0.9628804265585839,1.0,-0.6049956148723706,0.16960094937463183,0.0,0.09352473,-0.018141842,-0.07715858,-0.007220456,0.25748774911489897,-0.01899809295171671,-0.08080027513871726,-0.0075612437560277825,-0.5790372593727051,0
413,2.069999999999978,0,0.05,0.05,0,NONE,1,-0.24994752137296494,1.1902369157547616,1.1154222728527963,-0.3149740955308844,0.05253132721690451,-0.010770197869574236,-0.24994752137296494,1.1902369157547616,1.1154222728527963,-0.3149740955308844,0.05253132721690451,-0.010770197869574236,0.011581793119117268,-0.01609499878870172,0.0016612759717768873,-0.12731651798607727,-0.3780401101399596,-0.06015669355674595,0.26690198932038894,0.963723678290006,1.0,-0.6055254455612833,0.16769946577548706,0.0,0.092784144,-0.004767639,-0.049427666,-0.0047160517,0.2574063795601414,-0.00499266022942579,-0.05176053033999512,-0.004938637694191732,-0.5790025919767557,0
414,2.074999999999978,0,0.05,0.05,0,NONE,1,-0.2531026858884154,1.190752506941164,1.1153127525729274,-0.3157276973870031,0.051245869441451986,-0.011036748804116587,-0.2531026858884154,1.190752506941164,1.1153127525729274,-0.3157276973870031,0.051245869441451986,-0.011036748804116587,0.01018690939740091,-0.019726812801262858,0.0010839287142608352,-0.13978953082325427,-0.3553203717947461,-0.05069204458449748,0.26387304996538624,0.9645574184577944,1.0,-0.6060492999585085,0.16579632705031797,0.0,0.092840284,0.011221605,-0.018192817,-0.0025133353,0.2574125475019321,0.01175123772378088,-0.0190514734710941,-0.002631958485913176,-0.5789720097241602,0
415,2.079999999999978,0,0.05,0.05,0,NONE,1,-0.25626797478687924,1.1912563347762908,1.115193355966957,-0.3168230728409389,0.05010734306952033,-0.012318592030105976,-0.25626797478687924,1.1912563347762908,1.115193355966957,-0.3168230728409389,0.05010734306952033,-0.012318592030105976,0.008732840865398883,-0.02263067978588993,0.0006185608851344435,-0.15056365004451325,-0.2736673514354299,-0.04192201941630968,0.2608415062899105,0.9653816388332702,1.0,-0.6065671728938153,0.1638915519823357,0.0,0.095357314,0.02937559,0.011605056,-0.00073723774,0.2576890991114284,0.030762045759243024,0.01215278658836699,-0.0007720335716204449,-0.5789482747752804,0
416,2.0849999999999778,0,0.05,0.05,0,NONE,1,-0.2594465045300118,1.1917498354889982,1.1150604618222064,-0.31821738708590946,0.049110271642015806,-0.01364917634327477,-0.2594465045300118,1.1917498354889982,1.1150604618222064,-0.31821738708590946,0.049110271642015806,-0.01364917634327477,0.0071694064734237626,-0.02413880256890828,0.00023732364434107586,-0.1682445078880656,-0.12139473240597802,-0.035708835210591684,0.2578073882140734,0.9661963312817111,1.0,-0.6070790592560067,0.16198515937090097,0.0,0.0980474,0.050024945,0.034381732,0.00071841467,0.2579846633641411,0.052385999589940405,0.036004467078636665,0.0007523220824421729,-0.57893378220678,0
417,2.0899999999999777,0,0.05,0.05,0,NONE,1,-0.26264041561032275,1.192234481627533,1.1149138339301312,-0.31979271752127914,0.04826284744439952,-0.014966361374131563,-0.26264041561032275,1.192234481627533,1.1149138339301312,-0.31979271752127914,0.04826284744439952,-0.014966361374131563,0.005522647908688322,-0.02459052894566997,-4.653534687792704e-05,-0.1589995882921142,-0.01699741385334226,-0.025825088048253404,0.2547707256833957,0.9670014877624314,1.0,-0.607584953992971,0.16007716803133928,0.0,0.10076356,0.07307385,0.051360555,0.0018027872,0.2582830935922116,0.07652275507443947,0.05378464890184424,0.0018878743856853794,-0.5789316093339344,0
418,2.0949999999999775,0,0.05,0.05,0,NONE,1,-0.26585078671993184,1.1927118513007493,1.1147601198722048,-0.32145424375041604,0.04757443024903389,-0.01545560052972048,-0.26585078671993184,1.1927118513007493,1.1147601198722048,-0.32145424375041604,0.04757443024903389,-0.01545560052972048,0.004142224235382085,-0.024250010448878263,-0.00024642171178276156,-0.12350411268043754,0.048676544576052416,-0.01842043178345024,0.25173154866851083,0.9677971003288619,1.0,-0.6080848521117314,0.158167596794755,0.0,0.10153767,0.09597392,0.063455746,0.0025668852,0.2583681468008339,0.10050365399293025,0.06645070304236873,0.0026880358995841746,-0.578943092008534,0
419,2.0999999999999774,0,0.05,0.05,0,NONE,1,-0.2690776920957046,1.1931834402966301,1.1146029688583845,-0.3230992751718922,0.047030380450800345,-0.01576352625032829,-0.2690776920957046,1.1931834402966301,1.1146029688583845,-0.3230992751718922,0.047030380450800345,-0.01576352625032829,0.003594918139433112,-0.023473759813133464,-0.0003875823680725028,-0.04568530476281225,0.08579652252699356,-0.013442075355923984,0.2486898871648685,0.9685831611286276,1.0,-0.608578748678495,0.15625646450784508,0.0,0.10189538,0.114236675,0.072191015,0.0031070046,0.2584074485944509,0.1196283651872008,0.07559825459964463,0.0032536474806633205,-0.5789693269164974,0
420,2.1049999999999773,0,0.05,0.05,0,NONE,1,-0.2723206632016119,1.1936501713954717,1.11444792881829,-0.3246942524041347,0.04655703630446975,-0.015196437311384151,-0.2723206632016119,1.1936501713954717,1.11444792881829,-0.3246942524041347,0.04655703630446975,-0.015196437311384151,0.003275657304043392,-0.022538109018782053,-0.0005094177312948626,-0.023673219100817912,0.0911785773326359,-0.012747810296867175,0.24564577119244027,0.9693596624036257,1.0,-0.6090666388187025,0.15434379003271392,0.0,0.10016093,0.13163562,0.07928497,0.0035735974,0.2582168810318488,0.13784849247764785,0.08302703237815244,0.003742262477880997,-0.5790123735522091,0
421,2.1099999999999772,0,0.05,0.05,0,NONE,1,-0.2755790782093453,1.1941124380823587,1.114307295337616,-0.32621737149126145,0.046118384544368445,-0.013626745894229388,-0.2755790782093453,1.1941124380823587,1.114307295337616,-0.32621737149126145,0.046118384544368445,-0.013626745894229388,0.0037498190653360007,-0.021443972117951727,-0.0006433193259168236,0.0742180264266694,0.11525534055090503,-0.013325420959814604,0.24259923079542134,0.9701265964901024,1.0,-0.6095485177170751,0.15242959224668606,0.0,0.09597944,0.14343336,0.08448912,0.0040865997,0.2577574523341828,0.1502030673323187,0.08847680489854069,0.004279477154683633,-0.5790711597991656,0
